Node, Local Clustering Coefficient 
8352,0.12100840336134454
10170,1.0
16286,1.0
18109,0.4642857142857143
18590,1.0
19296,1.0
20714,0.7333333333333333
20730,0.1534090909090909
9114,0.4696969696969697
28,1.0
9244,1.0
11808,0.46153846153846156
13375,1.0
18598,0.25132275132275134
20666,0.35
20824,0.25833333333333336
31,0.33088235294117646
29,0.7454545454545455
555,0.475
8000,0.47368421052631576
11782,0.3904761904761905
13076,1.0
13439,1.0
13645,0.4666666666666667
13768,0.20202020202020202
16556,0.2119487908961593
17175,0.30725462304409673
18326,0.4485294117647059
695,0.3333333333333333
30,0.17582417582417584
4211,0.5833333333333334
7034,0.23529411764705882
7958,1.0
8910,0.3333333333333333
10071,0.4
10135,0.5833333333333334
11676,0.4666666666666667
13757,0.09803921568627451
14355,0.5333333333333333
14563,0.021943735334313194
14722,0.14285714285714285
15256,0.16363636363636364
17377,0.2222222222222222
461,0.1336842105263158
8740,0.1125886524822695
9476,0.46153846153846156
10385,0.3516483516483517
13044,0.16923076923076924
17064,0.5454545454545454
18364,0.2692307692307692
18627,0.2942528735632184
18667,1.0
18673,0.3473684210526316
20191,1.0
441,0.18972332015810275
32,0.3939393939393939
1658,0.3333333333333333
2884,0.6666666666666666
2892,0.4666666666666667
4706,0.358974358974359
4944,0.20476190476190476
9872,0.08994708994708994
10163,0.6666666666666666
17790,1.0
19441,1.0
19776,0.3047619047619048
20033,0.1774193548387097
3434,1.0
33,1.0
4755,0.18095238095238095
15781,0.5714285714285714
17738,0.26373626373626374
19264,0.3006535947712418
21091,0.45454545454545453
856,0.5321637426900585
34,0.3333333333333333
2728,0.5321637426900585
7574,1.0
7728,1.0
8669,0.36594202898550726
8918,0.42857142857142855
16811,1.0
17342,1.0
19963,0.4945054945054945
20771,0.22938689217758984
1482,0.12184769038701623
35,0.8315789473684211
1972,0.47083926031294454
4455,0.621505376344086
4585,0.37701612903225806
5197,0.18305504019789734
5356,0.09727408513816281
6202,0.18621134020618557
8278,0.25616835994194487
8961,0.18280701754385964
9370,0.236697965571205
9598,0.4147727272727273
10485,0.5987903225806451
10687,0.5942028985507246
10752,0.1384180790960452
11389,1.0
12800,0.34512195121951217
13220,0.24816326530612245
14598,0.7
15491,0.5685483870967742
382,0.14285714285714285
36,1.0
4601,1.0
10725,1.0
18045,0.05402570154733805
3255,1.0
37,1.0
7191,0.19913419913419914
13915,1.0
14275,1.0
18898,1.0
20455,1.0
19791,0.5
38,0
402,0.3611111111111111
39,0.6111111111111112
2493,0.43636363636363634
3777,1.0
5029,0.09468599033816426
5385,0.5151515151515151
14067,0.12762762762762764
17162,1.0
18797,1.0
19828,0.22943722943722944
6968,0.4857142857142857
40,1.0
8182,0.7472527472527473
9240,0.38
11240,0.36
19058,0.4666666666666667
19328,0.7857142857142857
3071,0.2916666666666667
41,0.6
4190,1.0
6785,0.5
8809,1.0
17212,0.08
6972,0.24867724867724866
42,1.0
7206,0.41578947368421054
7494,0.21951219512195122
13614,0.5424836601307189
17379,0.5424836601307189
19550,0.5151515151515151
20709,1.0
20745,0.375
3147,0.5263157894736842
43,0.7948717948717948
6346,0.5751633986928104
6759,0.38961038961038963
6780,0.7142857142857143
8038,0.5751633986928104
9032,0.33251231527093594
10415,0.8205128205128205
13761,0.22794117647058823
15021,0.5052631578947369
15295,0.5808823529411765
15945,1.0
19960,0.7948717948717948
20665,1.0
1361,0.3939393939393939
44,0.16911764705882354
2300,0.4
4658,0.14545454545454545
5141,0.14333333333333334
6098,0.07589781562384303
6230,0.0989010989010989
6940,1.0
8554,0.14487179487179488
9085,0.2
10277,0.3
11190,0.052795031055900624
11636,0.14666666666666667
12841,0.35714285714285715
12978,0.3333333333333333
14002,0.1541501976284585
15220,0.12923076923076923
18201,0.11692307692307692
1934,0.1253585771658061
45,1.0
12184,0.25757575757575757
1481,0.8761904761904762
46,1.0
2134,1.0
3719,1.0
4165,1.0
5622,0.5789473684210527
5646,1.0
8274,1.0
9567,1.0
11449,1.0
12703,1.0
14420,1.0
14947,0.4827586206896552
15000,1.0
16796,0.8761904761904762
3676,0.12
47,0.16363636363636364
4790,0.4695459579180509
4870,0.09655172413793103
10351,0.6666666666666666
12672,0.26666666666666666
13270,0.10294117647058823
14143,0.43636363636363634
15346,1.0
15792,1.0
16948,0.09941520467836257
18356,0.23636363636363636
316,1.0
48,0.2571428571428571
1090,1.0
3287,1.0
3690,1.0
4085,0.16098484848484848
5984,0.3142857142857143
6011,1.0
9310,0.5714285714285714
14172,0.3333333333333333
14359,1.0
14585,0.5714285714285714
14632,0.5714285714285714
16507,0.16363636363636364
17972,1.0
18825,0.5
6235,0.2833333333333333
49,1.0
9926,0.12380952380952381
321,0.12091038406827881
50,0.18095238095238095
976,0.07402597402597402
1611,0.12554112554112554
2950,0.0812807881773399
4235,0.1774891774891775
8953,0.14619883040935672
9161,0.06083308360803116
9793,0.15632183908045977
10439,0.08888888888888889
12356,0.15384615384615385
16498,0.19369369369369369
16628,0.06605222734254992
16887,0.17582417582417584
19644,0.21212121212121213
20862,0.21428571428571427
442,0.19628339140534262
51,1.0
2656,0.06814794743259721
4855,0.6444444444444445
5724,0.2962962962962963
9442,0.22298850574712645
12694,1.0
1685,0.34615384615384615
52,0.75
2707,0.5
5169,0.2222222222222222
5250,0.325
5259,0.14285714285714285
10898,1.0
19541,0.18803418803418803
21303,0.4888888888888889
10457,0.3516483516483517
53,1.0
13544,0.4
98,1.0
54,0.17777777777777778
1709,0.04758636467627545
7921,0.22727272727272727
8996,0.6666666666666666
11996,0.04597701149425287
12764,1.0
14582,1.0
18497,0.18333333333333332
19705,0.24444444444444444
21051,0.09523809523809523
7261,0.32142857142857145
55,1.0
7696,0.4
12752,1.0
4358,0.18128654970760233
56,1.0
4516,1.0
3972,0.6666666666666666
57,1.0
5243,0.06118811881188119
11752,0.6666666666666666
9838,0.24166666666666667
58,1.0
16023,0.13
18700,0.3333333333333333
930,1.0
59,0.3974358974358974
1641,0.1309175920514319
1954,1.0
5193,1.0
7138,0.210752688172043
7565,0.22380952380952382
9038,0.5897435897435898
12510,0.16806722689075632
16683,1.0
17051,1.0
18203,0.6
20227,0.11408730158730158
21315,1.0
958,0.4444444444444444
60,0.7142857142857143
1521,0.35172413793103446
2243,0.19047619047619047
9480,1.0
12123,0.11228070175438597
18803,0.38095238095238093
20495,1.0
20985,0.1774891774891775
2458,0.8888888888888888
61,1.0
5963,0.24
15057,0.16173361522198731
17258,0.27635327635327633
19900,0.09795918367346938
20529,0.6666666666666666
20607,1.0
20842,0.24630541871921183
21112,1.0
2962,0.1450719822812846
62,0.4230769230769231
6205,0.30303030303030304
8837,0.182722749886929
9289,0.4
9684,0.15021770682148042
11283,0.26877470355731226
12049,0.38235294117647056
17450,0.12351190476190477
17563,0.45714285714285713
18691,1.0
20295,0.10099573257467995
20346,0.5111111111111111
20458,1.0
1930,0.07897793263646923
63,1.0
10557,1.0
17970,0.6666666666666666
1817,0.4
64,0.5
11991,0.23636363636363636
16475,0.26900584795321636
20980,0.3
13455,1.0
65,0.3333333333333333
17640,0.358974358974359
18750,0
12076,0.2857142857142857
66,0
5807,0.24444444444444444
67,1.0
11615,1.0
12874,0.1053763440860215
1205,0.42857142857142855
68,0.2222222222222222
1613,0.09558823529411764
2941,0.10989010989010989
11432,0.1388888888888889
13489,0.13333333333333333
14053,0.3333333333333333
15303,0.08994708994708994
18075,0.04147812971342383
19530,0.19230769230769232
1093,0.4269005847953216
69,0.4
1715,0.6
2253,0.1169068862960421
3762,0.3333333333333333
7356,0.2536231884057971
7455,0.2426470588235294
8462,0.2463768115942029
11186,1.0
12922,0.5714285714285714
13470,1.0
14135,0.07179487179487179
16149,0.5142857142857142
18417,0.30666666666666664
18808,0.27666666666666667
20153,0.045454545454545456
11438,0
70,0
19559,0.21794871794871795
774,0.17786561264822134
71,0.9047619047619048
3382,1.0
6363,1.0
8170,0.5833333333333334
9249,1.0
12271,0.9047619047619048
17408,0.9047619047619048
6199,0.6
72,1.0
7679,0.19047619047619047
19116,0.28888888888888886
20792,1.0
2288,1.0
73,0.19047619047619047
2850,0.06456456456456457
8206,0.1032258064516129
13980,0.13333333333333333
15452,0
20172,0
20412,0.07333333333333333
273,0.35714285714285715
74,0.42857142857142855
3402,0
3700,0.18181818181818182
13418,0.32051282051282054
15899,0.42857142857142855
16335,1.0
6069,1.0
75,1.0
7250,0.1444121915820029
7583,0.14393939393939395
12060,1.0
4380,0.2564102564102564
76,0.5
9103,1.0
9586,0.18181818181818182
11530,0
2617,0.3804347826086957
77,0.6095238095238096
2661,1.0
2671,0.32806324110671936
3533,0.35064935064935066
3560,0.8571428571428571
5136,0.2631578947368421
6651,1.0
8132,1.0
11555,1.0
12512,1.0
14033,1.0
14079,0.3323076923076923
15693,0.2126984126984127
19232,1.0
7283,0.18840579710144928
78,0.4666666666666667
7963,1.0
8083,1.0
13558,1.0
16294,1.0
17174,1.0
1322,0.17663817663817663
79,0.34615384615384615
7862,0.27692307692307694
7884,1.0
8149,0.7142857142857143
8816,1.0
9639,0.1984313725490196
11201,0.7142857142857143
13037,0.5555555555555556
18567,0.13202247191011235
18575,0.13380281690140844
19447,0.058333333333333334
19514,1.0
20185,0.6666666666666666
9470,0.696969696969697
80,1.0
13437,1.0
1315,0.1032258064516129
81,0.5
6196,0.11264367816091954
17272,0.4
17432,0.3333333333333333
20821,0.2564102564102564
1365,0.696969696969697
82,1.0
2303,0.25806451612903225
3203,1.0
4971,0.6339869281045751
6458,0.3064516129032258
9891,0.5367647058823529
11243,0.43333333333333335
12051,0.5526315789473685
18641,0.5526315789473685
20163,0.4066666666666667
3672,0.2631578947368421
83,1.0
5360,1.0
15588,0.3742690058479532
19868,0.16666666666666666
86,0.4
84,1.0
532,0.5
14715,0.24444444444444444
6535,0.2222222222222222
85,1.0
20273,0.17647058823529413
20473,1.0
2268,0.08776595744680851
17171,0.07482993197278912
20077,0.2
601,0.3076923076923077
87,1.0
5192,1.0
21255,0.11428571428571428
2634,0.19444444444444445
88,0.13333333333333333
2905,0.6
3252,0.4
3440,1.0
13578,1.0
20418,0.2
363,0.4666666666666667
89,1.0
7778,0.2
11095,1.0
15100,1.0
1127,0.3888888888888889
90,1.0
8441,1.0
13721,0.16483516483516483
14981,0.6190476190476191
17747,0.5238095238095238
672,0.5769230769230769
91,0.21904761904761905
1102,1.0
5023,0.6909090909090909
5358,1.0
5538,0.25675675675675674
7572,0.36363636363636365
8207,0.42857142857142855
10410,0.13538461538461538
11157,0.1039671682626539
11726,0.12595573440643862
11914,0.4
12124,0.6444444444444445
12126,0.3473684210526316
12835,0.31521739130434784
14425,0.31264367816091954
14663,1.0
16399,1.0
17466,0.5454545454545454
18112,1.0
19005,1.0
20463,0.6
992,0.42857142857142855
92,1.0
14041,0.6095238095238096
14531,0.0889240506329114
17475,1.0
18206,0.5294117647058824
19340,0.14980392156862746
20327,0.08734567901234568
20631,0.6444444444444445
4801,0.22631578947368422
93,0
113,0.1111111111111111
94,0.46153846153846156
2241,0.1284722222222222
2341,0.19487908961593173
3423,0.20676328502415459
3427,0.11095305832147938
9170,0.13476490188818957
10903,0.18951612903225806
15304,0.6888888888888889
15488,0.27692307692307694
16888,0.39
18176,0.40522875816993464
19071,0.1048283720267768
20662,0.2600806451612903
451,0.6111111111111112
95,0.6666666666666666
2500,1.0
2969,0.8214285714285714
4206,0.322463768115942
5534,1.0
6308,0.3968253968253968
6748,0.4393939393939394
6913,0.1724137931034483
20932,0.1856060606060606
2711,0.7
96,1.0
14710,0.16911764705882354
18817,1.0
10012,0.2857142857142857
97,1.0
469,0.5588235294117647
99,1.0
2110,0.13937282229965156
5508,0.6785714285714286
11247,0.09683168316831683
13060,0.2602564102564103
5968,1.0
100,0.7454545454545455
9197,0.31010452961672474
9316,1.0
9805,1.0
12190,0.5384615384615384
12644,1.0
15839,0.15270935960591134
15980,0.3873015873015873
17663,0.3333333333333333
19213,1.0
20396,1.0
2127,0.3888888888888889
101,1.0
7040,1.0
15771,1.0
17192,1.0
20292,1.0
1719,0.1286549707602339
102,0.32967032967032966
2808,0.39705882352941174
5365,0.6515151515151515
5993,0.12280701754385964
10862,0.3742690058479532
12916,0
15081,0.44761904761904764
15695,0.7818181818181819
15880,0.7454545454545455
17825,0.5523809523809524
18349,1.0
19607,0.44761904761904764
1438,1.0
103,0.8095238095238095
1777,1.0
13482,0.41818181818181815
15843,1.0
15978,0.8
19309,1.0
20383,0.6111111111111112
1234,1.0
104,0.7582417582417582
5479,1.0
6611,1.0
7552,1.0
9824,1.0
11846,1.0
12456,0.4
15946,0.5294117647058824
16881,0.09085213032581453
18634,0.5
18919,1.0
18941,0.19202898550724637
19902,1.0
20490,1.0
5208,0.25
105,0.1388888888888889
7099,1.0
8269,0.07246376811594203
8717,0.5238095238095238
8745,1.0
14838,0.21794871794871795
15022,0.05434782608695652
15802,0.5
17616,0.08181818181818182
13207,0.4
106,1.0
13916,1.0
16466,0.4
1191,1.0
107,0.1984126984126984
2326,0.18040816326530612
2503,1.0
4388,0.1893687707641196
6277,1.0
6358,0.26737967914438504
6629,0.17753623188405798
7865,0.6785714285714286
8245,0.19080459770114944
8511,1.0
8833,0.9047619047619048
10905,0.09006211180124224
11295,0.6388888888888888
11643,0.4696969696969697
11672,0.2
12706,0.14087301587301587
13166,1.0
14516,1.0
14647,0.2253968253968254
15039,0.17829457364341086
15150,0.8
15252,1.0
16677,1.0
16719,1.0
16939,1.0
16956,1.0
18248,1.0
20478,1.0
108,1.0
2921,0.4166666666666667
536,0.3333333333333333
109,1.0
19654,0.25806451612903225
1314,1.0
110,0.34065934065934067
3957,0.5454545454545454
5002,0.42857142857142855
6566,0.29914529914529914
7175,1.0
8670,1.0
10007,1.0
10897,0.5454545454545454
13143,1.0
14644,1.0
16746,0.5555555555555556
18035,0.3142857142857143
599,0.5333333333333333
111,0.6666666666666666
895,0.14285714285714285
4547,0.2087912087912088
13414,0.16883116883116883
126,1.0
112,1.0
3668,0.44
5348,0.4444444444444444
8447,0.33157894736842103
8946,0.6842105263157895
10460,0.042212103965092014
10866,0.3333333333333333
14228,0.14105263157894737
16172,0.2978723404255319
1048,0.25757575757575757
1708,0.6538461538461539
1720,1.0
1744,0.3108108108108108
2251,0.8
2789,1.0
3233,0.36363636363636365
3240,0.47953216374269003
3360,0.7307692307692307
3756,0.22698412698412698
4011,0.37142857142857144
4253,0.47953216374269003
4355,1.0
4732,1.0
5249,0.10098831985624439
5474,0.5151515151515151
5509,1.0
6519,0.11724137931034483
6948,0.5636363636363636
7063,0.6538461538461539
7171,0.1997677119628339
7630,0.47619047619047616
7839,0.21313766596785463
7846,1.0
7875,0.37142857142857144
8124,0.8444444444444444
8144,0.15350877192982457
8736,0.38181818181818183
9252,0.07315233785822021
9956,0.34065934065934067
10207,0.6374269005847953
10314,1.0
10480,0.49333333333333335
10626,0.19883040935672514
11448,0.8571428571428571
11493,1.0
11771,0.425
11967,0.22824858757062147
12170,0.23908045977011494
12582,1.0
12583,0.2129032258064516
13433,0.30634920634920637
13641,0.31827956989247314
13978,0.14964249233912155
14231,1.0
15313,0.1551418439716312
15720,0.7090909090909091
15923,0.2807017543859649
15947,0.32679738562091504
16518,0.08845964566929133
16527,0.3004032258064516
16891,1.0
17525,1.0
17715,0.4045584045584046
17796,0.6
18479,1.0
18830,0.2111111111111111
18947,0.0874180083482409
19216,0.6538461538461539
19237,0.6666666666666666
20002,0.40307692307692305
20934,1.0
21269,1.0
3167,1.0
114,1.0
5432,1.0
10475,1.0
14861,0.2948717948717949
20442,0.24166666666666667
1442,0.09855072463768116
115,1.0
2438,1.0
9367,0.4666666666666667
405,0.30303030303030304
116,0.06666666666666667
765,0.47435897435897434
1169,0.35
2513,0.21774193548387097
2861,0.32142857142857145
4619,0.13636363636363635
4920,0.0989247311827957
5426,0.13333333333333333
5727,0.2857142857142857
5899,0.1523809523809524
6924,0.09047619047619047
7677,0
8150,0.13186813186813187
10993,0.5333333333333333
11070,0.11428571428571428
13278,0.21978021978021978
13847,0.2
14795,0.10008779631255488
15145,0.22077922077922077
16249,0
16338,0.10804597701149425
16581,0
17528,0.6666666666666666
17577,0.16600790513833993
17894,0.11052631578947368
18299,0.10558069381598793
18584,0.08602150537634409
20359,0.12659698025551683
20543,1.0
20733,0.20833333333333334
20942,0.1330049261083744
21007,0.23015873015873015
21094,0.09
10467,0.4642857142857143
117,1.0
11680,0.2727272727272727
14198,0.5
18865,1.0
5710,0.08960573476702509
118,0.6666666666666666
6767,0.2222222222222222
10198,0.4666666666666667
9058,0.5
119,1.0
12299,0.42857142857142855
19552,1.0
16011,0.14545454545454545
120,1.0
16224,1.0
274,0.09841269841269841
121,0.1368421052631579
364,0.05517503805175038
474,0.20952380952380953
735,0
1577,0.42857142857142855
1630,0.15384615384615385
1794,0
2184,0.5
10320,0.09365079365079365
11004,0.6
15281,0.19333333333333333
16729,0.12318840579710146
17430,0.2222222222222222
17586,0.13438735177865613
17832,0.09486166007905138
18153,0.6
19008,0.19166666666666668
20462,0.1024390243902439
20991,0.6666666666666666
15266,0.16666666666666666
122,0
3916,0.26666666666666666
123,0
2788,1.0
124,1.0
6587,0.7272727272727273
7096,1.0
8532,0.2365079365079365
10820,0.341991341991342
10927,0.5047619047619047
16623,0.4789473684210526
20454,1.0
513,0.47619047619047616
125,0.7
1684,0.06845513413506013
6353,1.0
11083,0.17142857142857143
17123,0.19696969696969696
3968,0.2
127,0.6666666666666666
17113,0.07352941176470588
19024,1.0
3893,0.6190476190476191
128,1.0
10447,0.10584415584415584
10689,1.0
15308,0.2319327731092437
17754,0.4642857142857143
307,0.3333333333333333
129,0.5
5014,1.0
9093,0.2857142857142857
11324,1.0
17239,1.0
875,0.16666666666666666
130,0.3333333333333333
2328,0.25757575757575757
9198,0
6546,0.8
131,1.0
8205,0.42857142857142855
14580,1.0
17107,0.8
5442,1.0
132,1.0
7065,0.24039829302987198
12244,0.35968379446640314
12569,0.5
13073,0.6025641025641025
17619,0.19487908961593173
2736,1.0
133,1.0
2812,0.17894736842105263
7097,0.1422924901185771
925,1.0
134,0.3523809523809524
1177,0.24761904761904763
1902,1.0
6450,1.0
6712,0.05217391304347826
8220,0.16502463054187191
14940,1.0
15812,0.42857142857142855
16062,0.5833333333333334
16065,1.0
16103,0.21212121212121213
19509,0.4909090909090909
19837,0.19666666666666666
20787,0.3238095238095238
4096,0.07142857142857142
135,0
456,1.0
136,1.0
7150,0.25
1633,0.18815331010452963
137,0.9642857142857143
2629,0.9642857142857143
2841,0.6666666666666666
3422,1.0
6080,0.6212121212121212
13189,0.6666666666666666
16211,0.47058823529411764
16273,0.30153846153846153
9090,0.6
138,1.0
9742,0.225
14465,0.0645933014354067
17423,0.3055555555555556
195,1.0
139,0.2619047619047619
4002,0.10756302521008404
4245,0.25
5629,0.14814814814814814
5714,0.6333333333333333
6345,0.3014705882352941
7208,0.8571428571428571
7621,0.5277777777777778
8270,0.10541310541310542
11214,0.29284750337381915
11502,0.1614654002713704
13277,0.23025210084033612
13464,0.15333333333333332
14431,0.54
15642,0.08346134152585766
15722,0.48307692307692307
17524,0.062004662004662
20101,0.13333333333333333
20775,0.24761904761904763
20972,0.34285714285714286
21199,0.18181818181818182
346,0.07239819004524888
140,0.4642857142857143
821,0.3611111111111111
1543,1.0
10943,1.0
10955,0.11033681765389082
15082,1.0
15740,1.0
18209,0.6
141,0.26666666666666666
2237,1.0
5587,0.49166666666666664
8008,0.8333333333333334
9701,0.17124735729386892
10290,0.23636363636363636
10956,0.8333333333333334
12698,0.5272727272727272
13776,0.3631578947368421
14723,0.34545454545454546
16417,0.3142857142857143
18747,0.24242424242424243
18810,0.16017316017316016
20387,0.3794466403162055
17937,0.2
142,0
2542,1.0
143,1.0
17543,0.2
2133,1.0
144,0.4
9472,0.17142857142857143
12775,0.0960591133004926
18852,1.0
18968,1.0
2032,0.044148380355276906
145,1.0
3491,0.5555555555555556
10214,0.3055555555555556
14915,0.20261437908496732
8348,0.13
146,0
1223,0.112375533428165
147,1.0
1647,0.7142857142857143
2595,1.0
4196,0.6071428571428571
7322,1.0
8062,1.0
325,1.0
148,0.6190476190476191
1889,1.0
4128,0.5555555555555556
6695,0.4199134199134199
11475,1.0
12104,0.12923076923076923
14278,1.0
3428,1.0
149,0.75
6206,0.75
13520,1.0
14866,1.0
15617,1.0
15867,0.6111111111111112
18145,0.10795454545454546
19569,1.0
180,0.12087912087912088
150,0.2832512315270936
1696,0.1835010060362173
3109,0.13636363636363635
3202,0.2807807807807808
3264,0.1568627450980392
4492,0.2
4787,0.2518939393939394
4838,0.17884615384615385
6521,0.1834234234234234
6879,0.2600806451612903
7056,0.22348484848484848
7615,0.4269005847953216
7997,0.12418300653594772
8870,0.25375375375375375
9488,1.0
9600,0.8717948717948718
10464,0.1285752472600909
10634,0.1830065359477124
11434,1.0
11660,1.0
16562,0.6593406593406593
17406,0.12334152334152335
19145,0.3333333333333333
20287,0.3870967741935484
20858,0.5672514619883041
1200,0.4
151,1.0
1778,1.0
4562,1.0
14621,0.38181818181818183
5549,1.0
152,0.5333333333333333
5911,1.0
7543,1.0
9929,1.0
10836,0.22631578947368422
10848,0.14509246088193456
12035,1.0
12907,1.0
15481,0.17777777777777778
16713,1.0
4454,0.19047619047619047
153,1.0
4893,0.13636363636363635
154,0.5714285714285714
6897,0.32051282051282054
7461,1.0
13943,0.6428571428571429
14361,0.8571428571428571
15936,1.0
17878,0.43636363636363634
18739,1.0
423,0.21818181818181817
155,0
156,0
351,1.0
157,1.0
1732,0.3333333333333333
8242,0.0761904761904762
158,0
7657,1.0
159,0.13333333333333333
9572,0.3333333333333333
10454,0.07777777777777778
13074,0.5
15703,0.2
17346,1.0
948,1.0
160,0.4166666666666667
1038,0.3
3180,0.3956043956043956
3186,0.14685314685314685
3187,0.18571428571428572
6963,0.0967741935483871
7851,0.7777777777777778
8547,0.2638655462184874
8714,0.12342215988779803
9154,0.10470453241537579
9155,0.25975177304964536
10451,0.07790262172284644
10453,0.10779885576633544
12666,0.14893617021276595
13432,0.29959514170040485
14134,0.14611338398597312
17610,0.14225277630883132
17836,0.1956989247311828
18839,0.25735294117647056
20633,1.0
20940,0.21021021021021022
443,0.1984126984126984
161,0.18160919540229886
1535,0.19858156028368795
2908,0.5714285714285714
2993,0.17582417582417584
4277,0.18371212121212122
4392,0.13945578231292516
5616,0.06852497096399536
6035,1.0
8358,0.27705627705627706
9549,0.4065934065934066
9622,0.2218487394957983
9810,0.15789473684210525
9989,1.0
10452,0.2571428571428571
10872,1.0
12307,0.08205128205128205
12484,0.08333333333333333
13317,0.41
13597,1.0
15168,0.5
15269,0.31773399014778325
15659,0.1111111111111111
17446,1.0
17591,0.28835978835978837
18477,1.0
19747,0.15071390798519302
20392,0
162,1.0
16348,0.3888888888888889
1650,0.24175824175824176
163,0.4722222222222222
9186,1.0
9192,0.18128654970760233
12776,1.0
16739,0.5238095238095238
16760,0.6666666666666666
17813,0.9
19523,0.4
19980,1.0
9977,0.11428571428571428
164,0
4816,0.19047619047619047
165,1.0
12530,1.0
14034,0.42857142857142855
17818,0.16483516483516483
7119,0.125
166,1.0
11696,0.6428571428571429
17372,0.2571428571428571
18611,0.1871345029239766
1174,0.21818181818181817
167,0
168,1.0
7673,0.14619883040935672
10773,0.3246753246753247
2588,1.0
169,0.5909090909090909
2613,1.0
5341,0.2989247311827957
8367,1.0
11648,0.13829787234042554
12183,1.0
14169,1.0
15537,1.0
16657,0.6444444444444445
19885,0.3333333333333333
2242,1.0
170,1.0
6197,0.37777777777777777
8183,1.0
171,1.0
8871,1.0
9384,0.11674347158218126
4093,0.10249370853351636
172,1.0
7317,0.3561253561253561
8453,0.08870967741935484
10973,0.3057471264367816
15472,0.13164854540111667
15598,0.05582089552238806
174,1.0
173,0.35555555555555557
431,0.2878787878787879
3139,0.22794117647058823
3882,0.7142857142857143
5117,0.5238095238095238
11000,0.19480519480519481
13134,0.45454545454545453
19773,0.18181818181818182
19775,1.0
20488,0.26666666666666666
9623,0.15555555555555556
175,1.0
12969,0.2
4285,1.0
176,1.0
5551,1.0
7450,0.4789473684210526
8725,0.6911764705882353
8797,0.6911764705882353
11767,0.24621212121212122
11849,0.156078431372549
16230,0.5105263157894737
18446,0.31216931216931215
18525,1.0
177,0.4444444444444444
8044,1.0
11455,0.17894736842105263
11815,0.4666666666666667
14150,0.16600790513833993
15581,1.0
16473,0.18494623655913978
16629,0.4
19162,0.06648575305291723
397,1.0
